"Drug Name","Active Ingredient","Application Number","Application Type","Supplement Date","Database Updated","Link"
"AMBIEN CR","ZOLPIDEM TARTRATE","021774","NDA","02/23/2022","02/25/2022","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=265"
"AMELUZ","AMINOLEVULINIC ACID HYDROCHLORIDE","208081","NDA","10/04/2024","10/07/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1250"
"AMERGE","NARATRIPTAN HYDROCHLORIDE","020763","NDA","11/29/2016","12/13/2016","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=574"
"AMIDATE","ETOMIDATE","018227","NDA","04/27/2017","05/03/2017","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1043"
"AMITIZA","LUBIPROSTONE","021908","NDA","11/30/2020","12/09/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=470"
"AMJEVITA","ADALIMUMAB-ATTO","761024","BLA","08/20/2024","08/22/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1974"
"AMMONUL","SODIUM BENZOATE; SODIUM PHENYLACETATE","020645","NDA","12/22/2020","12/28/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2376"
"AMONDYS 45","CASIMERSEN","213026","NDA","07/11/2024","07/16/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2746"
"AMOXIL","AMOXICILLIN","050542","NDA","05/01/2024","05/03/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2693"
"AMOXIL","AMOXICILLIN","050754","NDA","05/01/2024","05/02/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2694"
"AMOXIL","AMOXICILLIN","050760","NDA","05/01/2024","05/02/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2695"
"AMOXIL","AMOXICILLIN","050761","NDA","05/01/2024","05/02/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2696"
"AMPHADASE","HYALURONIDASE","021665","BLA","08/28/2024","09/03/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=3012"
"AMPYRA","DALFAMPRIDINE","022250","NDA","11/18/2021","11/22/2021","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=468"
"AMRIX","CYCLOBENZAPRINE HYDROCHLORIDE","021777","NDA","04/23/2019","04/29/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1925"
"AMTURNIDE","ALISKIREN HEMIFUMARATE; AMLODIPINE BESYLATE; HYDROCHLOROTHIAZIDE","200045","NDA","11/04/2016","11/18/2016","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=536"
"AMVUTTRA","VUTRISIRAN","215515","NDA","02/16/2023","02/22/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2730"
"AN-SULFUR COLLOID","TECHNETIUM TC-99M SULFUR COLLOID KIT","017858","NDA","12/19/2019","01/03/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2159"
"ANAFRANIL","CLOMIPRAMINE HYDROCHLORIDE","019906","NDA","05/10/2019","05/14/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1082"
"ANAPROX","NAPROXEN SODIUM","018164","NDA","11/21/2024","11/25/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=148"
"ANCOBON","FLUCYTOSINE","017001","NDA","02/15/2022","02/17/2022","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2584"
"ANDRODERM","TESTOSTERONE","020489","NDA","05/11/2020","05/13/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=495"
"ANDROGEL","TESTOSTERONE","021015","NDA","05/10/2019","05/14/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=487"
"ANDROGEL","TESTOSTERONE","022309","NDA","05/10/2019","05/14/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=486"
"ANECTINE","SUCCINYLCHOLINE CHLORIDE","008453","NDA","11/01/2022","11/03/2022","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1638"
"ANGELIQ","DROSPIRENONE; ESTRADIOL","021355","NDA","02/15/2024","02/20/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1328"
"ANGIOMAX","BIVALIRUDIN","020873","NDA","12/21/2018","12/31/2018","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=82"
"ANJESO","MELOXICAM","210583","NDA","04/28/2021","05/07/2021","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2460"
"ANNOVERA","ETHINYL ESTRADIOL; SEGESTERONE ACETATE","209627","NDA","04/29/2022","05/05/2022","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2620"
"ANORO ELLIPTA","UMECLIDINIUM BROMIDE; VILANTEROL TRIFENATATE","203975","NDA","06/02/2023","06/06/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=60"
"ANSAID","FLURBIPROFEN","018766","NDA","05/09/2016","05/08/2016","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=149"
"ANTARA (MICRONIZED)","FENOFIBRATE","021695","NDA","07/30/2024","08/02/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1576"
"ANTHIM","OBILTOXAXIMAB","125509","BLA","11/29/2019","12/02/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2126"
"ANTIVERT","MECLIZINE HYDROCHLORIDE","010721","NDA","06/28/2019","07/06/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1781"
"ANTIZOL","FOMEPIZOLE","020696","NDA","12/23/2020","12/28/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2377"
"APADAZ","ACETAMINOPHEN; BENZHYDROCODONE HYDROCHLORIDE","208653","NDA","12/15/2023","12/19/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1683"
"APIDRA","INSULIN GLULISINE RECOMBINANT","021629","BLA","11/30/2022","12/06/2022","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1808"
"APIDRA SOLOSTAR","INSULIN GLULISINE RECOMBINANT","021629","BLA","11/15/2019","11/20/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2109"
"APLENZIN","BUPROPION HYDROBROMIDE","022108","NDA","05/07/2024","05/08/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1047"
"APOKYN","APOMORPHINE HYDROCHLORIDE","021264","NDA","06/22/2022","06/24/2022","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=901"
"APRETUDE","CABOTEGRAVIR","215499","NDA","09/20/2024","09/26/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2737"
"APRISO","MESALAMINE","022301","NDA","10/24/2023","10/27/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1154"
"APTENSIO XR","METHYLPHENIDATE HYDROCHLORIDE","205831","NDA","10/13/2023","10/17/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=686"
"APTIOM","ESLICARBAZEPINE ACETATE","022416","NDA","09/13/2017","09/18/2017","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=886"
"APTIVUS","TIPRANAVIR","021814","NDA","04/03/2024","04/04/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=413"
"APTIVUS","TIPRANAVIR","022292","NDA","06/18/2020","06/23/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=414"
"AQUAMEPHYTON","PHYTONADIONE","012223","NDA","03/07/2018","03/12/2018","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1085"
"ARALEN","CHLOROQUINE PHOSPHATE","006002","NDA","10/24/2018","11/06/2018","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1129"
"ARANESP","DARBEPOETIN ALFA","103951","BLA","01/30/2019","02/04/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1025"
"ARAVA","LEFLUNOMIDE","020905","NDA","06/28/2024","07/01/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=480"
"ARCALYST","RILONACEPT","125249","BLA","03/18/2021","03/19/2021","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2371"
"ARCAPTA NEOHALER","INDACATEROL MALEATE","022383","NDA","07/30/2021","08/04/2021","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1962"
"ARESTIN","MINOCYCLINE HYDROCHLORIDE","050781","NDA","05/24/2024","05/29/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1055"
"ARGATROBAN","ARGATROBAN","020883","NDA","08/08/2017","08/11/2017","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1178"
"ARGATROBAN","ARGATROBAN","201811","NDA","01/30/2018","02/06/2018","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1443"
"ARGATROBAN","ARGATROBAN","203049","NDA","04/22/2020","04/29/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=453"
"ARGATROBAN IN 0.9% SODIUM CHLORIDE","","206769","NDA","07/29/2019","07/31/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1239"
"ARGATROBAN IN DEXTROSE","ARGATROBAN","201743","NDA","06/22/2018","06/28/2018","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1616"
"ARGATROBAN IN SODIUM CHLORIDE","ARGATROBAN","022434","NDA","06/18/2018","06/26/2018","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1608"
"ARGATROBAN IN SODIUM CHLORIDE","ARGATROBAN","022485","NDA","07/03/2018","07/05/2018","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1621"
"ARICEPT","DONEPEZIL HYDROCHLORIDE","020690","NDA","12/18/2018","12/20/2018","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1791"
"ARICEPT","DONEPEZIL HYDROCHLORIDE","022568","NDA","12/18/2018","12/20/2018","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1790"
"ARICEPT ODT","DONEPEZIL HYDROCHLORIDE","021720","NDA","12/18/2018","12/20/2018","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1789"
"ARIDOL","MANNITOL","022368","NDA","08/13/2021","08/19/2021","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2524"
"ARIDOL KIT","MANNITOL","022368","NDA","08/13/2021","08/19/2021","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2525"
"ARIKAYCE KIT","AMIKACIN SULFATE","207356","NDA","02/10/2023","02/13/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2214"
"ARIMIDEX","ANASTROZOLE","020541","NDA","12/16/2024","12/17/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1827"
"ARISTADA","ARIPIPRAZOLE LAUROXIL","207533","NDA","08/27/2020","09/04/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=291"
"ARISTADA INITIO KIT","ARIPIPRAZOLE LAUROXIL","209830","NDA","08/27/2020","09/04/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2320"
"ARISTOCORT","TRIAMCINOLONE DIACETATE","011685","NDA","06/05/2024","06/06/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2968"
"ARISTOCORT","TRIAMCINOLONE DIACETATE","012802","NDA","06/05/2024","06/07/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2978"
"ARISTOSPAN","TRIAMCINOLONE HEXACETONIDE","016466","NDA","06/05/2024","06/07/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2977"
"ARIXTRA","FONDAPARINUX SODIUM","021345","NDA","12/23/2024","12/27/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1234"
"ARMONAIR RESPICLICK","FLUTICASONE PROPIONATE","208798","NDA","04/08/2022","04/12/2022","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1466"
"ARNUITY ELLIPTA","FLUTICASONE FUROATE","205625","NDA","10/18/2023","10/20/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1569"
"AROMASIN","EXEMESTANE","020753","NDA","12/16/2024","12/17/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=314"
"ARRANON","NELARABINE","021877","NDA","07/31/2019","08/02/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1619"
"ARTESUNATE","ARTESUNATE","213036","NDA","02/04/2022","02/08/2022","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2582"
"ARTHROTEC","DICLOFENAC SODIUM; MISOPROSTOL","020607","NDA","11/21/2024","11/25/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=150"
"ARYMO ER","MORPHINE SULFATE","208603","NDA","10/07/2019","10/11/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1682"
"ASACOL","MESALAMINE","019651","NDA","10/01/2020","10/06/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1149"
"ASACOL HD","MESALAMINE","021830","NDA","11/16/2022","11/18/2022","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1151"
"ASCLERA","POLIDOCANOL","021201","NDA","08/29/2019","10/04/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1463"
"ASCOR","ASCORBIC ACID","209112","NDA","07/08/2022","07/14/2022","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2644"
"ASMANEX HFA","MOMETASONE FUROATE","205641","NDA","08/12/2019","08/15/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=329"
"ASMANEX TWISTHALER","MOMETASONE FUROATE","021067","NDA","02/16/2021","02/18/2021","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1495"
"ASPARLAS","CALASPARGASE PEGOL-MKNL","761102","BLA","11/29/2023","12/01/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2054"
"ASTAGRAF XL","TACROLIMUS","204096","NDA","09/14/2023","09/18/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1773"
"ASTELIN","AZELASTINE HYDROCHLORIDE","020114","NDA","09/06/2018","09/13/2018","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1677"
"ASTEPRO","AZELASTINE HYDROCHLORIDE","022203","NDA","06/28/2021","06/30/2021","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1676"
"ATACAND","CANDESARTAN CILEXETIL","020838","NDA","06/24/2020","06/26/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=35"
"ATACAND HCT","CANDESARTAN CILEXETIL; HYDROCHLOROTHIAZIDE","021093","NDA","08/20/2020","08/27/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=47"
"ATELVIA","RISEDRONATE SODIUM","022560","NDA","08/18/2020","08/25/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2306"
"ATIVAN","LORAZEPAM","017794","NDA","01/13/2023","01/19/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=608"
"ATIVAN","LORAZEPAM","018140","NDA","01/13/2023","01/19/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=248"
"ATNAA","ATROPINE; PRALIDOXIME CHLORIDE","021175","NDA","05/22/2020","05/29/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2264"
"ATORVALIQ","ATORVASTATIN CALCIUM","213260","NDA","04/23/2024","04/26/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2945"
"ATRIPLA","EFAVIRENZ; EMTRICITABINE; TENOFOVIR DISOPROXIL FUMARATE","021937","NDA","10/29/2019","11/01/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=48"
"ATROPEN","ATROPINE","017106","NDA","11/20/2020","11/24/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2359"
"ATROPINE (AUTOINJECTOR)","ATROPINE","212319","NDA","07/09/2019","07/13/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1990"
"ATROPINE SULFATE ANSYR PLASTIC SYRINGE","ATROPINE SULFATE","021146","NDA","06/24/2020","06/25/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2281"
"ATROVENT HFA","IPRATROPIUM BROMIDE","021527","NDA","01/10/2020","01/14/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2179"
"AUBAGIO","TERIFLUNOMIDE","202992","NDA","06/10/2024","06/12/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=103"
"AUGMENTIN '125'","AMOXICILLIN; CLAVULANATE POTASSIUM","050575","NDA","05/01/2024","05/03/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2661"
