Drug,Application Number,Date,Boxed Warning,Contraindications,Warnings and Precautions,Adverse Reactions,Drug Interactions,Use in Specific Populations,PCI/PI/MG
AMJEVITA(BLA-761024),761024,03/22/2023,,,x,x,x,x,x
AMJEVITA(BLA-761024),761024,07/28/2022,,,x,x,,x,x
AMJEVITA(BLA-761024),761024,06/13/2019,x,,x,x,,x,x
AMMONUL(NDA-020645),020645,12/22/2020,,,x,x,,x,
AMONDYS 45(NDA-213026),213026,07/11/2024,,x,x,x,,,
AMONDYS 45(NDA-213026),213026,03/23/2023,,x,x,x,,,x
AMOXIL(NDA-050542),050542,05/01/2024,,,x,x,,,
AMOXIL(NDA-050542),050542,11/02/2022,,,x,x,,x,x
AMOXIL(NDA-050754),050754,05/01/2024,,,x,x,,,
AMOXIL(NDA-050754),050754,11/02/2022,,,x,x,,x,x
AMOXIL(NDA-050760),050760,05/01/2024,,,x,x,,,
AMOXIL(NDA-050760),050760,11/02/2022,,,x,x,,x,x
AMOXIL(NDA-050761),050761,05/01/2024,,,x,x,,,
AMOXIL(NDA-050761),050761,11/02/2022,,,x,x,,x,x
AMPHADASE(BLA-021665),021665,08/28/2024,,,,,x,x,
AMPYRA(NDA-022250),022250,11/18/2021,,,,,,,x
AMPYRA(NDA-022250),022250,02/24/2021,,,,x,,,
AMPYRA(NDA-022250),022250,12/19/2019,,,,,,x,x
AMPYRA(NDA-022250),022250,09/29/2017,,x,x,,x,,x
AMPYRA(NDA-022250),022250,10/13/2016,,,,x,,,x
AMRIX(NDA-021777),021777,04/23/2019,,,,x,,x,
AMTURNIDE(NDA-200045),200045,11/04/2016,,,x,x,,x,x
AMVUTTRA(NDA-215515),215515,02/16/2023,,,,x,,,
AN-SULFUR COLLOID(NDA-017858),017858,12/19/2019,,,,,,x,
ANAFRANIL(NDA-019906),019906,05/10/2019,,,x,x,,,x
ANAFRANIL(NDA-019906),019906,05/24/2017,,,x,x,,,
ANAPROX(NDA-018164),018164,11/21/2024,,,x,,,,
ANAPROX(NDA-018164),018164,04/28/2021,,,x,,,x,x
ANAPROX(NDA-018164),018164,07/22/2019,,,,,x,,
ANAPROX(NDA-018164),018164,03/10/2017,,,,,,,
ANAPROX(NDA-018164),018164,05/09/2016,x,,x,,,,x
ANCOBON(NDA-017001),017001,02/15/2022,,x,x,x,,,
ANDRODERM(NDA-020489),020489,05/11/2020,,,,,,x,
ANDRODERM(NDA-020489),020489,10/25/2016,,,x,,,,
ANDROGEL(NDA-021015),021015,05/10/2019,,x,,,,,
ANDROGEL(NDA-021015),021015,02/25/2019,,,,,,x,
ANDROGEL(NDA-021015),021015,10/25/2016,,,x,,,,
ANDROGEL(NDA-022309),022309,05/10/2019,,x,,,,,
ANDROGEL(NDA-022309),022309,02/25/2019,,,,,,,x
ANDROGEL(NDA-022309),022309,10/25/2016,,,x,,,,
ANECTINE(NDA-008453),008453,11/01/2022,,x,x,,,,
ANECTINE(NDA-008453),008453,07/26/2018,,,x,,,,
ANGELIQ(NDA-021355),021355,02/15/2024,,,x,,,,
ANGELIQ(NDA-021355),021355,10/02/2023,x,x,x,x,,,x
ANGELIQ(NDA-021355),021355,10/02/2023,,,,,,x,
ANGELIQ(NDA-021355),021355,11/01/2017,,,x,,,,
ANGIOMAX(NDA-020873),020873,12/21/2018,,,x,x,,x,
ANGIOMAX(NDA-020873),020873,03/21/2016,,,x,x,,,
ANJESO(NDA-210583),210583,04/28/2021,,,x,,,x,x
ANNOVERA(NDA-209627),209627,04/29/2022,,x,x,x,,,x
ANORO ELLIPTA(NDA-203975),203975,06/02/2023,,,,x,,,
ANORO ELLIPTA(NDA-203975),203975,10/20/2022,,x,x,x,,x,x
ANORO ELLIPTA(NDA-203975),203975,06/06/2019,,,x,x,,x,x
ANORO ELLIPTA(NDA-203975),203975,05/29/2019,,x,x,x,,,x
ANORO ELLIPTA(NDA-203975),203975,10/17/2017,,,x,x,,x,x
ANORO ELLIPTA(NDA-203975),203975,03/22/2017,,,x,x,,,x
ANORO ELLIPTA(NDA-203975),203975,02/24/2016,,,,x,,,
ANSAID(NDA-018766),018766,05/09/2016,x,,x,,,,x
ANTARA,021695,07/30/2024,,x,x,x,,x,x
ANTARA,021695,06/03/2021,,,x,x,,,x
ANTARA,021695,05/15/2019,,,,x,,,
ANTARA,021695,02/04/2019,,,x,,,,
ANTARA,021695,11/07/2018,,,x,x,,,x
ANTARA,021695,05/18/2018,,,x,x,,,
ANTHIM(BLA-125509),125509,11/29/2019,,,,,,x,
ANTIVERT(NDA-010721),010721,06/28/2019,,,,,,x,x
ANTIVERT(NDA-010721),010721,12/12/2018,,,x,,,,
ANTIZOL(NDA-020696),020696,12/23/2020,,,x,,,,
APADAZ(NDA-208653),208653,12/15/2023,x,x,x,x,,x,x
APADAZ(NDA-208653),208653,03/04/2021,,,x,,x,,x
APADAZ(NDA-208653),208653,10/07/2019,,,x,,x,,x
APADAZ(NDA-208653),208653,09/18/2018,x,,x,,,,
APIDRA(BLA-021629),021629,11/30/2022,,x,x,x,,x,x
APIDRA(BLA-021629),021629,11/15/2019,,,x,x,,,x
APIDRA(BLA-021629),021629,12/20/2018,,x,x,x,,x,x
APIDRA(BLA-021629),021629,12/20/2018,,x,x,x,,x,x
APIDRA SOLOSTAR(BLA-021629),021629,11/15/2019,,,x,x,,,x
APLENZIN(NDA-022108),022108,05/07/2024,,,,x,,,
APLENZIN(NDA-022108),022108,03/04/2022,,,,x,,,
APLENZIN(NDA-022108),022108,05/01/2020,,,,,,x,x
APLENZIN(NDA-022108),022108,05/04/2017,,,x,,,,x
APOKYN(NDA-021264),021264,06/22/2022,,,,,,,x
APOKYN(NDA-021264),021264,05/05/2022,,,x,x,,,x
APOKYN(NDA-021264),021264,05/01/2020,,,x,,,,
APOKYN(NDA-021264),021264,05/20/2019,,,x,x,x,x,x
APOKYN(NDA-021264),021264,03/16/2017,,,x,,,x,x
APRETUDE(NDA-215499),215499,09/20/2024,,,,,,x,
APRETUDE(NDA-215499),215499,12/13/2023,,,x,x,,x,x
APRETUDE(NDA-215499),215499,02/27/2023,,x,,x,,,x
APRISO(NDA-022301),022301,10/24/2023,,,,x,,,x
APRISO(NDA-022301),022301,11/16/2022,,,x,,,x,
APRISO(NDA-022301),022301,11/01/2021,,,x,x,,,x
APRISO(NDA-022301),022301,10/01/2020,,x,x,x,x,x,x
APRISO(NDA-022301),022301,03/12/2019,,,x,,,,
APRISO(NDA-022301),022301,07/27/2017,,,,x,,,
APTENSIO XR(NDA-205831),205831,10/13/2023,x,,x,x,x,,x
APTENSIO XR(NDA-205831),205831,06/25/2021,,,,,x,,
APTENSIO XR(NDA-205831),205831,06/14/2019,,,x,x,,x,x
APTENSIO XR(NDA-205831),205831,01/04/2017,,,,x,,,
APTIOM(NDA-022416),022416,09/13/2017,,,x,x,x,x,x
APTIOM(NDA-022416),022416,03/07/2017,,,x,,,,
APTIVUS(NDA-021814),021814,04/03/2024,,,x,,,x,x
APTIVUS(NDA-021814),021814,06/18/2020,,,,x,x,,
APTIVUS(NDA-021814),021814,09/15/2016,,x,,,,,x
APTIVUS(NDA-022292),022292,06/18/2020,,,,x,x,,
APTIVUS(NDA-022292),022292,06/22/2018,,,,,,x,x
APTIVUS(NDA-022292),022292,09/15/2016,,x,,,,,x
AQUAMEPHYTON(NDA-012223),012223,03/07/2018,x,x,x,x,x,x,x
AQUAMEPHYTON(NDA-012223),012223,05/25/2017,,,x,,,,
ARALEN(NDA-006002),006002,10/24/2018,,,x,,,,
ARALEN(NDA-006002),006002,07/13/2017,,x,x,x,x,x,
ARANESP(BLA-103951),103951,01/30/2019,,,x,x,,,
ARANESP(BLA-103951),103951,12/20/2018,,,,,,x,
ARANESP(BLA-103951),103951,10/31/2017,,,x,x,,,
ARANESP(BLA-103951),103951,04/13/2017,,,x,,,,x
ARAVA(NDA-020905),020905,06/28/2024,,,x,x,,x,x
ARAVA(NDA-020905),020905,10/18/2016,,,,x,,,
ARCALYST(BLA-125249),125249,03/18/2021,,,x,x,,x,x
ARCALYST(BLA-125249),125249,12/18/2020,,,,x,,x,x
ARCAPTA NEOHALER(NDA-022383),022383,07/30/2021,,,x,x,,x,
ARCAPTA NEOHALER(NDA-022383),022383,05/29/2019,,x,x,x,,,x
ARESTIN(NDA-050781),050781,05/24/2024,,,,x,,,
ARESTIN(NDA-050781),050781,05/08/2017,,,x,x,,,
ARGATROBAN(NDA-020883),020883,08/08/2017,,,,,,x,
ARGATROBAN(NDA-201811),201811,01/30/2018,,,,,,x,
ARGATROBAN(NDA-203049),203049,04/22/2020,,,,,,x,
ARGATROBAN(NDA-203049),203049,09/30/2016,,,,,,x,
ARGATROBAN IN 0.9% SODIUM CHLORIDE(NDA-206769),206769,07/29/2019,,,,x,,x,
ARGATROBAN IN 0.9% SODIUM CHLORIDE(NDA-206769),206769,08/25/2017,,,,,,x,
ARGATROBAN IN DEXTROSE(NDA-201743),201743,06/22/2018,,,,x,,x,
ARGATROBAN IN SODIUM CHLORIDE(NDA-022434),022434,06/18/2018,,,x,x,,x,
ARGATROBAN IN SODIUM CHLORIDE(NDA-022485),022485,07/03/2018,,,,x,,x,
ARICEPT(NDA-020690),020690,12/18/2018,,,,,,x,
ARICEPT(NDA-022568),022568,12/18/2018,,,,,,x,
ARICEPT ODT(NDA-021720),021720,12/18/2018,,,,,,x,
ARIDOL(NDA-022368),022368,08/13/2021,,,,x,,x,x
ARIDOL KIT(NDA-022368),022368,08/13/2021,,,,x,,x,x
ARIKAYCE KIT(NDA-207356),207356,02/10/2023,,,x,,,,x
ARIKAYCE KIT(NDA-207356),207356,03/13/2020,,,x,x,,,x
ARIMIDEX(NDA-020541),020541,12/16/2024,,,,x,,,
ARIMIDEX(NDA-020541),020541,12/13/2018,,,x,,,x,x
ARISTADA(NDA-207533),207533,08/27/2020,,,,x,,,
ARISTADA(NDA-207533),207533,11/30/2018,,,x,x,,x,x
ARISTADA(NDA-207533),207533,06/05/2017,,,,x,,x,
ARISTADA(NDA-207533),207533,02/23/2017,,,x,x,,,x
ARISTADA(NDA-207533),207533,08/18/2016,,,x,x,,,x
ARISTADA INITIO KIT(NDA-209830),209830,08/27/2020,,,x,,,,
ARISTOCORT(NDA-011685),011685,06/05/2024,,,x,,,,
ARISTOCORT(NDA-012802),012802,06/05/2024,,,x,,,,
ARISTOSPAN(NDA-016466),016466,06/05/2024,,,x,,,,
ARIXTRA(NDA-021345),021345,12/23/2024,,,x,x,,x,x
ARIXTRA(NDA-021345),021345,08/11/2017,,,x,x,,x,x
ARMONAIR RESPICLICK(NDA-208798),208798,04/08/2022,,,,x,,,x
ARMONAIR RESPICLICK(NDA-208798),208798,07/09/2021,,,,x,,x,x
ARMONAIR RESPICLICK(NDA-208798),208798,09/18/2020,,,,x,,x,x
ARMONAIR RESPICLICK(NDA-208798),208798,03/02/2018,,,,x,,,
ARNUITY ELLIPTA(NDA-205625),205625,10/18/2023,,,x,x,,,x
ARNUITY ELLIPTA(NDA-205625),205625,03/01/2023,,,x,x,,x,x
ARNUITY ELLIPTA(NDA-205625),205625,01/07/2019,,,x,,,,x
ARNUITY ELLIPTA(NDA-205625),205625,05/17/2018,,,x,x,,x,x
AROMASIN(NDA-020753),020753,12/16/2024,,,,x,,,
AROMASIN(NDA-020753),020753,11/17/2021,,,,x,,,
AROMASIN(NDA-020753),020753,07/25/2016,,,x,,,x,x
ARRANON(NDA-021877),021877,07/31/2019,,,,x,,x,
ARRANON(NDA-021877),021877,11/29/2018,,,x,x,,x,x
ARRANON(NDA-021877),021877,07/03/2018,,,x,x,,x,x
ARTESUNATE(NDA-213036),213036,02/04/2022,,,,x,,x,
ARTHROTEC(NDA-020607),020607,11/21/2024,,,x,x,,,
ARTHROTEC(NDA-020607),020607,08/26/2022,x,x,x,,,x,x
ARTHROTEC(NDA-020607),020607,08/02/2021,,,x,x,,,
ARTHROTEC(NDA-020607),020607,04/28/2021,,,x,,,x,x
ARTHROTEC(NDA-020607),020607,07/28/2020,x,,,,,x,x
ARTHROTEC(NDA-020607),020607,05/09/2016,x,,x,,,,x
ARYMO ER(NDA-208603),208603,10/07/2019,x,,x,,x,,x
ARYMO ER(NDA-208603),208603,09/18/2018,x,,x,,,,
ASACOL(NDA-019651),019651,10/01/2020,,,x,x,x,,x
ASACOL(NDA-019651),019651,07/27/2017,,,,x,,,
ASACOL HD(NDA-021830),021830,11/16/2022,,,x,,,x,
ASACOL HD(NDA-021830),021830,11/01/2021,,,x,x,,,x
ASACOL HD(NDA-021830),021830,10/01/2020,,,x,x,x,x,x
ASACOL HD(NDA-021830),021830,07/27/2017,,,,x,,,
ASCLERA(NDA-021201),021201,08/29/2019,,,,,,x,
ASCLERA(NDA-021201),021201,03/01/2018,,,x,,,,
ASCOR(NDA-209112),209112,07/08/2022,,,x,,,,
ASMANEX HFA(NDA-205641),205641,08/12/2019,,,x,x,,x,x
ASMANEX HFA(NDA-205641),205641,03/26/2018,,,x,,x,,
ASMANEX HFA(NDA-205641),205641,03/26/2018,,,x,x,,,
ASMANEX HFA(NDA-205641),205641,07/12/2016,,,,,,x,
ASMANEX TWISTHALER(NDA-021067),021067,02/16/2021,,,x,x,,x,x
ASMANEX TWISTHALER(NDA-021067),021067,12/19/2019,,,,,,x,
ASMANEX TWISTHALER(NDA-021067),021067,03/26/2018,,,x,,x,,
ASMANEX TWISTHALER(NDA-021067),021067,03/26/2018,,,x,x,,,x
ASPARLAS(BLA-761102),761102,11/29/2023,,x,x,x,,x,x
ASPARLAS(BLA-761102),761102,12/21/2021,,,x,,,,
ASPARLAS(BLA-761102),761102,06/24/2020,,,,x,,x,x
ASPARLAS(BLA-761102),761102,09/05/2019,,,,,,x,
ASTAGRAF XL(NDA-204096),204096,09/14/2023,,,x,,x,,x
ASTAGRAF XL(NDA-204096),204096,11/22/2022,,,x,x,x,,x
ASTAGRAF XL(NDA-204096),204096,12/30/2020,,,x,,x,,
ASTAGRAF XL(NDA-204096),204096,06/11/2019,,,x,x,x,x,x
ASTAGRAF XL(NDA-204096),204096,11/29/2018,,,x,x,x,x,x
ASTELIN(NDA-020114),020114,09/06/2018,,,,,,x,
ASTEPRO(NDA-022203),022203,06/28/2021,,,,,,x,
ASTEPRO(NDA-022203),022203,09/06/2018,,,,,,x,
ATACAND(NDA-020838),020838,06/24/2020,,,x,,,x,
ATACAND(NDA-020838),020838,02/09/2016,,,x,,x,,
ATACAND HCT(NDA-021093),021093,08/20/2020,,,x,x,,,
ATACAND HCT(NDA-021093),021093,02/09/2016,,,,,x,,
ATELVIA(NDA-022560),022560,08/18/2020,,,,,,x,x
ATIVAN(NDA-017794),017794,01/13/2023,,,x,,,,
ATIVAN(NDA-017794),017794,02/05/2021,x,,x,,,,x
ATIVAN(NDA-017794),017794,12/16/2016,x,,x,,x,,x
ATIVAN(NDA-018140),018140,01/13/2023,,,x,,,,
ATIVAN(NDA-018140),018140,02/05/2021,x,,x,,,,x
ATIVAN(NDA-018140),018140,04/27/2017,,x,x,,,,
ATIVAN(NDA-018140),018140,04/27/2017,,x,x,,,,
ATIVAN(NDA-018140),018140,05/27/2016,,,,,,x,
ATNAA(NDA-021175),021175,05/22/2020,,,x,x,x,x,x
ATORVALIQ(NDA-213260),213260,04/23/2024,,,,x,,,
ATRIPLA(NDA-021937),021937,10/29/2019,,,x,x,,,x
ATRIPLA(NDA-021937),021937,07/25/2018,x,x,x,x,x,x,x
ATRIPLA(NDA-021937),021937,04/07/2017,,,x,x,x,,x
ATRIPLA(NDA-021937),021937,02/11/2016,,,,,x,,
ATROPEN(NDA-017106),017106,11/20/2020,,,x,x,x,x,x
ATROPINE,212319,07/09/2019,,,x,x,x,x,x
ATROPINE SULFATE ANSYR PLASTIC SYRINGE(NDA-021146),021146,06/24/2020,,,,,,x,
ATROVENT HFA(NDA-021527),021527,01/10/2020,,,,,,x,x
AUBAGIO(NDA-202992),202992,06/10/2024,,,,,,x,x
AUBAGIO(NDA-202992),202992,04/30/2021,,,x,x,,x,x
AUBAGIO(NDA-202992),202992,11/06/2020,,,x,x,,,x
AUBAGIO(NDA-202992),202992,02/28/2020,,,,x,,,
AUBAGIO(NDA-202992),202992,09/06/2019,,,x,,,,x
AUBAGIO(NDA-202992),202992,07/24/2019,x,,x,,,x,x
AUBAGIO(NDA-202992),202992,11/29/2016,x,x,x,,,x,x
AUBAGIO(NDA-202992),202992,06/02/2016,,x,x,x,,,x
AUGMENTIN '125'(NDA-050575),050575,05/01/2024,,,x,x,,,
AUGMENTIN '125'(NDA-050575),050575,08/25/2022,,,x,x,,,x
AUGMENTIN '125'(NDA-050597),050597,05/01/2024,,,x,x,,,
AUGMENTIN '125'(NDA-050597),050597,08/25/2022,,,x,x,,,x
AUGMENTIN '200'(NDA-050725),050725,05/01/2024,,,x,x,,,
AUGMENTIN '200'(NDA-050725),050725,08/25/2022,,,x,x,,,x
AUGMENTIN '200'(NDA-050726),050726,05/01/2024,,,x,x,,,
AUGMENTIN '200'(NDA-050726),050726,08/25/2022,,,x,x,,,x
AUGMENTIN '250'(NDA-050564),050564,05/01/2024,,,x,x,,,
AUGMENTIN '250'(NDA-050564),050564,08/25/2022,,,x,x,,,x
AUGMENTIN '250'(NDA-050575),050575,05/01/2024,,,x,x,,,
AUGMENTIN '250'(NDA-050575),050575,08/25/2022,,,x,x,,,x
AUGMENTIN '250'(NDA-050597),050597,05/01/2024,,,x,x,,,
AUGMENTIN '250'(NDA-050597),050597,08/25/2022,,,x,x,,,x
AUGMENTIN '400'(NDA-050725),050725,05/01/2024,,,x,x,,,
AUGMENTIN '400'(NDA-050725),050725,08/25/2022,,,x,x,,,x
AUGMENTIN '400'(NDA-050726),050726,05/01/2024,,,x,x,,,
AUGMENTIN '400'(NDA-050726),050726,08/25/2022,,,x,x,,,x
AUGMENTIN '500'(NDA-050564),050564,05/01/2024,,,x,x,,,
AUGMENTIN '500'(NDA-050564),050564,08/25/2022,,,x,x,,,x
AUGMENTIN '875'(NDA-050720),050720,05/01/2024,,,x,x,,,
AUGMENTIN '875'(NDA-050720),050720,08/25/2022,,,x,x,,,x
AUGMENTIN ES-600(NDA-050755),050755,12/20/2024,,,,x,,x,
AUGMENTIN ES-600(NDA-050755),050755,05/01/2024,,,x,x,,,
AUGMENTIN ES-600(NDA-050755),050755,06/30/2022,,,x,x,,,x
AUGMENTIN XR(NDA-050785),050785,12/20/2024,,,,x,,x,
AUGMENTIN XR(NDA-050785),050785,05/01/2024,,,x,x,,,
AUGMENTIN XR(NDA-050785),050785,11/02/2022,,,x,x,,,x
AURYXIA(NDA-205874),205874,01/19/2024,,,,,,x,
AURYXIA(NDA-205874),205874,03/10/2021,,,,,,,x
AURYXIA(NDA-205874),205874,11/06/2017,,,x,x,,x,x
AUSTEDO(NDA-208082),208082,11/26/2024,,,,,,,x
AUSTEDO(NDA-208082),208082,11/26/2024,,,,,,,x
AUSTEDO(NDA-208082),208082,09/28/2023,,,,x,,,x
AUSTEDO(NDA-208082),208082,06/24/2021,,,,,,x,
AUSTEDO(NDA-208082),208082,12/02/2020,,,x,,,,
AUSTEDO(NDA-208082),208082,07/15/2019,,,x,,,,x
AUSTEDO(NDA-208082),208082,06/06/2018,x,x,x,x,x,,x
AUSTEDO XR(NDA-216354),216354,07/01/2024,,,,,,,x
AUSTEDO XR(NDA-216354),216354,05/29/2024,,,,,,,x
AUVELITY(NDA-215430),215430,05/07/2024,,,,x,,,
AUVI-Q(NDA-201739),201739,09/28/2019,,,,,,x,
AUVI-Q(NDA-201739),201739,11/17/2017,,,x,x,,,x
AUVI-Q(NDA-201739),201739,11/17/2017,,,,,,,x
AUVI-Q(NDA-201739),201739,05/18/2016,,,x,x,,,
AVACLYR(NDA-202408),202408,07/16/2021,,,x,,,,x
AVAGARD(NDA-021074),021074,09/06/2017,,,x,,,,
AVAGE(NDA-021184),021184,07/21/2017,,,x,x,,,x
AVAGE(NDA-021184),021184,09/16/2016,,x,x,x,,x,x
AVALIDE(NDA-020758),020758,09/10/2021,,,x,x,,,x
AVALIDE(NDA-020758),020758,05/11/2021,,,x,x,,,x
AVALIDE(NDA-020758),020758,12/15/2020,,,x,,,x,
AVALIDE(NDA-020758),020758,08/20/2020,,,,x,,,x
AVALIDE(NDA-020758),020758,07/20/2018,,,x,x,,,
AVALIDE(NDA-020758),020758,07/10/2017,,,,x,,,
AVALIDE(NDA-020758),020758,02/05/2016,,,x,x,x,,
AVANDAMET(NDA-021410),021410,04/05/2017,x,x,x,x,x,x,x
AVANDIA(NDA-021071),021071,02/05/2019,,,,,,x,
AVANDIA(NDA-021071),021071,09/19/2016,,,x,,,,x
AVAPRO(NDA-020757),020757,09/10/2021,,,,x,,,
AVAPRO(NDA-020757),020757,05/11/2021,,,,x,,,
AVAPRO(NDA-020757),020757,12/15/2020,,,x,,,x,
AVAPRO(NDA-020757),020757,07/20/2018,,,,x,,,
AVASTIN(BLA-125085),125085,09/18/2022,,,x,,,,
AVASTIN(BLA-125085),125085,10/09/2020,,,x,,,,x
AVASTIN(BLA-125085),125085,09/30/2020,,,,x,,,
AVASTIN(BLA-125085),125085,05/29/2020,,,x,x,,,
AVASTIN(BLA-125085),125085,06/20/2019,,,x,x,,x,x
AVASTIN(BLA-125085),125085,06/13/2018,,,,x,,x,
AVASTIN(BLA-125085),125085,04/30/2018,,,,,,x,
AVASTIN(BLA-125085),125085,12/05/2017,x,,x,x,x,x,x
AVASTIN(BLA-125085),125085,12/06/2016,,,,x,,x,
AVEED(NDA-022219),022219,03/13/2020,,x,,,,x,
AVEED(NDA-022219),022219,01/24/2018,,,,x,,,
AVEED(NDA-022219),022219,10/25/2016,,,x,,,,
AVELOX(NDA-021085),021085,05/06/2020,,,,,,x,x
AVELOX(NDA-021085),021085,05/03/2019,,,x,x,,x,x
AVELOX(NDA-021085),021085,10/18/2018,,,x,,,,
AVELOX(NDA-021085),021085,09/27/2016,,,,,,x,
AVELOX(NDA-021085),021085,07/26/2016,x,,x,x,,,x
AVELOX IN SODIUM CHLORIDE 0.8% IN PLASTIC CONTAINER(NDA-021277),021277,05/06/2020,,,,,,x,x
AVELOX IN SODIUM CHLORIDE 0.8% IN PLASTIC CONTAINER(NDA-021277),021277,05/03/2019,,,x,x,,x,x
AVELOX IN SODIUM CHLORIDE 0.8% IN PLASTIC CONTAINER(NDA-021277),021277,10/18/2018,,,x,,,,
AVELOX IN SODIUM CHLORIDE 0.8% IN PLASTIC CONTAINER(NDA-021277),021277,09/27/2016,,,,,,x,
AVELOX IN SODIUM CHLORIDE 0.8% IN PLASTIC CONTAINER(NDA-021277),021277,07/26/2016,x,,x,x,,,x
AVODART(NDA-021319),021319,01/30/2020,,x,x,,,x,x
AVONEX(BLA-103628),103628,07/28/2023,,,x,x,,,x
AVONEX(BLA-103628),103628,11/03/2021,,,x,x,,,x
AVONEX(BLA-103628),103628,03/27/2020,,,,x,,x,x
AVONEX(BLA-103628),103628,07/12/2019,,,,,,,x
AVSOLA(BLA-761086),761086,09/09/2021,,x,x,x,x,x,x
AVYCAZ(NDA-206494),206494,01/26/2024,,,,x,,x,
AVYCAZ(NDA-206494),206494,12/20/2022,,,x,,,x,x
AVYCAZ(NDA-206494),206494,03/14/2019,,,,x,,x,
AVYCAZ(NDA-206494),206494,03/14/2019,,,,x,,x,
AVYCAZ(NDA-206494),206494,02/01/2018,,,x,x,,x,
AVYCAZ(NDA-206494),206494,01/26/2017,,,x,x,,x,
AVYCAZ(NDA-206494),206494,06/22/2016,,,,x,,x,
AXERT(NDA-021001),021001,05/15/2017,,,,,,,x
AXID AR(NDA-020555),020555,04/09/2019,,,x,,,,
AXIRON(NDA-022504),022504,07/13/2017,,,,,,,x
AXIRON(NDA-022504),022504,02/03/2017,,,,,,,x
AXIRON(NDA-022504),022504,10/25/2016,,,x,,,,
AXUMIN(NDA-208054),208054,05/21/2021,,,,,,,x
AYVAKIT(NDA-212608),212608,11/08/2024,,,,,x,x,x
AYVAKIT(NDA-212608),212608,05/22/2023,,,x,x,,x,x
AYVAKIT(NDA-212608),212608,03/09/2023,,,x,x,,,x
AYVAKIT(NDA-212608),212608,06/16/2021,,,x,x,,x,x
AZACITIDINE(NDA-208216),208216,12/19/2024,,,,x,,,
AZACITIDINE(NDA-208216),208216,06/08/2023,,,x,x,,x,
AZACITIDINE(NDA-208216),208216,07/13/2020,,,,x,,x,x
AZACITIDINE(NDA-208216),208216,01/10/2018,,,x,x,,x,x
AZACTAM(NDA-050580),050580,06/18/2018,,,,x,,,
AZACTAM IN PLASTIC CONTAINER(NDA-050632),050632,06/18/2018,,,,x,,,
AZASITE(NDA-050810),050810,07/25/2024,,,x,,,x,
AZILECT(NDA-021641),021641,06/16/2020,,,,x,,,
AZILECT(NDA-021641),021641,12/20/2018,,,,,,x,x
AZOPT(NDA-020816),020816,06/28/2023,,,x,x,,,x
AZOPT(NDA-020816),020816,06/22/2021,,,x,,,x,x
AZOR(NDA-022100),022100,10/02/2020,,,x,,,x,x
AZOR(NDA-022100),022100,01/05/2017,,,x,x,x,x,x
AZOR(NDA-022100),022100,11/01/2016,,,x,x,,,
AZSTARYS(NDA-212994),212994,10/13/2023,x,,x,x,,,x
AZULFIDINE(NDA-007073),007073,11/16/2022,,,x,,,,
AZULFIDINE(NDA-007073),007073,11/01/2021,,,x,x,,,
AZULFIDINE(NDA-007073),007073,01/15/2021,,,,,x,,
AZULFIDINE EN-TABS(NDA-007073),007073,11/16/2022,,,x,,,,
AZULFIDINE EN-TABS(NDA-007073),007073,11/01/2021,,,x,x,,,
BACTRIM(NDA-018374),018374,05/21/2021,,,x,x,,,x
BACTRIM(NDA-018374),018374,02/09/2018,,,x,x,,,
BACTRIM(NDA-018374),018374,03/04/2017,,x,x,x,x,x,x
BACTRIM DS(NDA-017377),017377,06/24/2024,,,x,,,,
BACTRIM DS(NDA-017377),017377,04/30/2021,,x,x,x,x,,
BACTRIM PEDIATRIC(NDA-017560),017560,05/21/2021,,x,x,x,x,x,
BACTROBAN(NDA-050591),050591,05/08/2017,,,,,,x,x
BACTROBAN(NDA-050703),050703,05/08/2017,,,x,x,,x,x
BACTROBAN(NDA-050746),050746,05/08/2017,,,,,,x,x
BAFIERTAM(NDA-210296),210296,09/26/2024,,,,,,x,x
BAFIERTAM(NDA-210296),210296,12/13/2023,,,x,,,x,x
BAFIERTAM(NDA-210296),210296,12/13/2023,,,x,x,,,x
BAFIERTAM(NDA-210296),210296,01/12/2023,,,,x,,,
BALCOLTRA(NDA-208612),208612,04/29/2022,,x,x,x,,,x
BALVERSA(NDA-212018),212018,01/19/2024,,,x,x,x,x,x
BALVERSA(NDA-212018),212018,03/20/2023,,,,x,,,
BALVERSA(NDA-212018),212018,01/11/2023,,,,x,,,
BALVERSA(NDA-212018),212018,04/28/2022,,,x,,,x,x
BANZEL(NDA-021911),021911,11/28/2019,,,x,,,x,x
BANZEL(NDA-201367),201367,11/29/2019,,,x,,,x,x
BAQSIMI(NDA-210134),210134,10/27/2020,,x,x,,,,
BARACLUDE(NDA-021797),021797,11/06/2019,,,,x,,,
BARACLUDE(NDA-021797),021797,12/20/2018,,,,,,x,x
BARACLUDE(NDA-021798),021798,11/06/2019,,,,x,,,
BARACLUDE(NDA-021798),021798,12/20/2018,,,,,,x,x
BASAGLAR(BLA-205692),205692,07/20/2021,,,,x,,,
BASAGLAR(BLA-205692),205692,11/15/2019,,,x,x,,,x
BASAGLAR(BLA-205692),205692,11/15/2019,,,x,x,,,x
BASAGLAR(BLA-205692),205692,11/15/2019,,,x,x,,,x
BASAGLAR(BLA-205692),205692,09/05/2018,,,,x,,x,
BAVENCIO(BLA-761049),761049,11/26/2024,,,,x,,,
BAVENCIO(BLA-761049),761049,03/06/2024,,,x,,,,
